ip.src,ip.dst,ip.proto,eth.src,eth.dst,ipv6.src,ipv6.dst,ip.ttl,ip.id,ip.hdr_len,ip.len,ip.flags.df,tcp.stream,tcp.time_delta,tcp.time_relative,tcp.analysis.initial_rtt,tcp.flags,tcp.window_size_value,tcp.hdr_len,tcp.len,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,udp.stream,udp.length,icmp.length,http.request.method,http.response.code,http.content_length,ip.ttl
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x597e,20,28,0,,,,,,,,,,,62384,80,45,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x597f,20,28,0,,,,,,,,,,,62385,80,46,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x597f,20,28,0,,,,,,,,,,,62385,80,46,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5980,20,28,0,,,,,,,,,,,62386,80,47,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5980,20,28,0,,,,,,,,,,,62386,80,47,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5981,20,28,0,,,,,,,,,,,62387,80,48,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5981,20,28,0,,,,,,,,,,,62387,80,48,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5982,20,28,0,,,,,,,,,,,62388,80,49,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5982,20,28,0,,,,,,,,,,,62388,80,49,8,,,,,63
192.168.18.125,192.168.18.15,17,c8:5b:76:8d:85:50,78:c1:ae:5a:ef:b1,,,,0x5983,20,28,0,,,,,,,,,,,62389,80,50,8,,,,,63
